용어번호,용어설명,용어명,요약
452,경관계획은 시;도 및 인구 10만 명을 초과하는 시;군에서 반드시 수립하여야 하며 해당 지역의 도시기본계획에 부합되어야 한다. 경관계획은 경관을 보전;관리 및 형성하는 수단으로써 경관사업 경관협정 및 경관심의 및 경관조례 등을 통한 행정적 기술적 재정적 지원을 포함한다.경관계획에는 다음 사항이 포함되어야 한다.        경관계획의 기본방향 및 목표에 관한 사항            경관자원의 조사 및 평가에 관한 사항            경관구조의 설정에 관한 사항            중점적으로 경관을 보전;관리 및 형성하여야 할 구역(중점경관관리구역)의 관리에 관한 사항            경관지구와 미관지구의 관리 및 운용에 관한 사항            경관사업의 추진에 관한 사항            경관협정의 관리 및 운영에 관한 사항            경관관리의 행정체계 및 실천방안에 관한 사항            자연 경관 시가지 경관 및 농산어촌 경관 등 특정한 경관 유형 또는 건축물 가로(街路) 공원 및 녹지 등 특정한 경관 요소의 관리에 관한 사항            경관계획의 시행을 위한 재원조달 및 단계적 추진에 관한 사항            그 밖에 경관의 보전;관리 및 형성에 관한 사항으로서 해당 지방자치단체의 조례로 정하는 사항    경관계획은 계획의 목적과 내용적 범위 계획수준 계획수립주체에 따라 도 경관계획 시군경관계획 특정경관계획으로 구분할 수 있다.        도경관계획 : 도 관할구역 전체에 대한 경관계획의 목표를 제시하고 주요 경관권역 경관축 경관거점 등을 설정하며 경관을 보전 관리 및 형성하기 위한 기본방향 및 기본방침을 제시하는 계획            시;군경관계획 : 시(특별시;광역시 및 특별자치시 포함);군 관할구역 전체에 대한 경관계획의 기본방향을 제시하고 구체적인 장소를 대상으로 경관 보전;관리 및 형성을 위한 실행계획 등을 제시하는 계획            특정경관계획 : 관할지역의 특정한 경관유형(산림 수변 가로 농산어촌 역사문화 시가지 등)이나 특정한 경관요소(야간경관 색채 옥외광고물 공공시설물 등)를 대상으로 경관의 보전;관리 및 형성을 위한 실행방안을 제시하는 계획    ,경관계획,지역의 자연경관 및 역사;문화경관 도시;농산어촌의 우수한 경관을 보전하고 훼손된 경관을 개선;복원함과 동시에 새로운 경관을 개성 있게 창출하기 위한 기본구상 및 정책방향을 설정하고 이에 대한 실행방안 등을 제시하는 해당 지방자치단체의 자치적 법정계획이다.
692,「주택건설기준등에관한규정」에 의하면 보행자 및 자동차의 통행이 가능한 도로로서 「국토의계획및이용에관한법률」에 의한 주간선도로?보조간선도로?집산도로 및 폭이 8m 이상인 국지도로 「도로법」에 의한 일반국도?특별시도?광역시도 또는 지방도 「도로법」에 일반국도?지방도 기타 관계법령에 의하여 설치된 도로를 말한다.☞ 간선도로',기간도로(基幹道路),
848,네델란드에서 최초 적용된 단지 내부 교통처리방식으로 주거지의 내부 도로가 단순한 교통시설이 아니라 주거생활의 터전으로서의 기능을 중시한다는 점에 기초한 보차공존의 도로통행방식이다. 차량으로부터의 보행을 분리하는 방식은 안전성을 확보할 수 있으나 차량으로의 접근이 필요한 곳에서는 불편을 초래하기도 한다. 차량의 통행과 보행을 공존하기 위해서는 원칙적으로 보도와 차도의 구분을 없애지만 차의 속도를 줄일 수 있는 요철포장 감속턱의 설치 적당한 간격의 굴절부를 설치하는 설계기법이 적용된다.,본네프(Woonerf),
851,대도시내에서 도심의 중심기능을 일부 분담하여 수용하는 지역으로서 연접한 배후지역의 중심지역할을 수행하여 도심으로 유입하는 인구 교통 산업을 차단 또는 흡수하는 공간적 역할을 담당한다. 대개 인구 100만을 넘는 대도시로 발전하면 기존시가지 주변에 도심의 기능을 대신할 수 있는 번화가가 형성되는데 이를 부도심이라고 부른다. 서울시의 경우 2020서울도시기본계획(안)에서 용산 청량리?왕십리 영동 영등포 상암?수색 등 5개의 부도심을 설정해 각각의 생활권역을 담당하도록 하였다.,부도심(副都心),
578,경관광장은 광장중의 하나로 「도시계획시설의결정?구조및설치기준에관한규칙」에 의하면 주민의 휴식?오락 및 경관?환경의 보전을 위하여 필요한 경우에 하천 호수 사적지 보존가치가 있는 산림이나 역사적?문화적?향토적 의의가 있는 장소에 설치하며 주민이 쉽게 접근할 수 있도록 도로와 연결시키도록 한다.☞ 광장',경관광장(景觀廣場),
402,기반시설은 다음과 같이 세분화 되며 당해 시설 그 자체의 기능발휘와 이용을 위하여 필요한 부대시설 및 편익시설을 포함한다.        교통시설 : 도로;철도;항만;공항;주차장;자동차정류장;궤도;운하 자동차 및 건설기계검사시설 자동차 및 건설기계운전학원            공간시설 : 광장;공원;녹지;유원지;공공공지            유통;공급시설 : 유통업무설비 수도;전기;가스;열공급설비 방송;통신시설 공동구;시장 유류저장 및 송유설비            공공;문화체육시설 : 학교;운동장;공공청사;문화시설;공공필요성이 인정되는 체육시설;연구시설;사회복지시설;공공직업훈련시설;청소년수련시설            방재시설 : 하천;유수지;저수지;방화설비;방풍설비;방수설비;사방설비;방조설비            보건위생시설 : 화장시설;공동묘지;봉안시설;자연장지;장례식장;도축장;종합의료시설            환경기초시설 : 하수도;폐기물처리시설;수질오염방지시설;폐차장    종전의 「도시계획법」에서의 도시기반시설이 「국토의 계획 및 이용에 관한 법률」에 의해 기반시설로 규정되었으며 도시계획시설은 기반시설 중에서 도시관리계획으로 결정되어 계획으로 고시된 것을 말한다.한편 광역시설은 기반시설 중 광역적인 정비체계가 필요한 둘 이상의 특별시;광역시;시 또는 군의 관할구역에 걸치는 시설 및 공동으로 이용하는 시설로서 「국토의 계획 및 이용에 관한 법률 시행령」에 규정된 시설이다.;※ 공공시설 「국토의 계획 및 이용에 관한 법률」에 의한 공공시설은 다음과 같다.        기반시설 중 도로;공원;철도;수도            다음의 공공용시설    가. 항만;공항;운하;광장;녹지;공공공지;공동구;하천;유수지;방화설비;    방풍설비;방수설비;사방설비;방조설비;하수도;구거    나. 행정청이 설치하는 주차장;운동장;저수지;화장장;공동묘지;봉안시설 등    ,기반시설,도로;공원;시장;철도 등 도시주민의 생활이나 도시기능의 유지에 필요한 물리적인 요소로 「국토의 계획 및 이용에 관한 법률」에 의해 정해진 시설이다.
852,가구 가전제품 식목을 위한 수목 등 이동이 가능한 물건을 제외하고 「민법」에 규정하고 있는 토지 및 그 정착물을 의미한다. 좁은 의미의 부동산으로는 특히 그 정착물이 지상?지하의 건물 교량 지하철 시설 식재된 나무 등으로 반드시 토지에 부착되어 있으며 독립되어 있어 사회?경제적으로 인정을 받을 수 있어야 한다. 넓은 의미의 부동산은 상기의 개념인 좁은 의미의 부동산에 재산 및 재산권을 포함하고 있는 준부동산을 포함시킨 것을 말한다. 준부동산에는 공장저당권에 의한 공장재단 「광공업재단법」에 의한 광공업재단 20톤급 이상의 선박 「입목에관한법률」에 의한 입목 「항공기저당법」에 의한 항공기 「자동차저당법」에 의한 자동차 연근해 및 원양어업권 등이다.,부동산(不動産),
580,「국토의계획및이용에관한법률」에 의하면 경관지구는 경관을 보호?형성하기 위하여 지정하는 용도지구로 정의하고 있으며 다음과 같이 세분하여 지정할 수 있다.① 자연경관지구 ; 산지?구릉지 등 자연경관의 보호 또는 도시의 자연풍치를 유지하기 위하여 필요한 지구.② 수변경관지구 ; 지역내 주요 수계의 수변 자연경관을 보호?유지하기 위하여 필요한 지구.③ 시가지경관지구 ; 주거지역의 양호한 환경조성과 시가지의 도시경관을 보호하기 위하여 필요한 지구.한편 동법 시행령에서는 지역여건상 필요한 때에 시?도지사가 당해 시?도의 「도시계획조례」가 정하는 바에 따라 경관지구를 추가적으로 세분하여 지정하도록 하고 있으며 「서울특별시도시계획조례」에서는 다음과 같이 추가하여 세분?지정하고 있다.① 시계(市界)경관지구 ; 도시의 무질서한 확산을 방지하고 도시 외곽지역의 양호한 주거환경을 보호하기 위하여 필요한 지구.② 문화재주변경관지구 ; 도시의 역사와 문화를 보전?유지하기 위하여 문화재 주변의 경관 유지가 필요한 지구.③ 조망경관지구 ; 자연경관의 조망을 확보하기 위하여 시각적 경관의 보호?관리가 필요한 지구.☞ 용도지구',경관지구(景觀地區),
943,공공투자사업의 타당성을 평가하는 비용-편익분석의 한 방법으로 현재로 가치화된 편익의 합계에서 현재로 가치화된 비용의 합계를 뺀 나머지의 순수한 현재가치이다. 하나의 공공투자계획이 있을 때 NPV의 값이 정(正)의 수치로 나타나면 투자의 타당성이 있는 사업이며 부(負)의 값이 나오면 투자의 타당성이 없는 사업이다. 공공투자계획이 여러 개 있고 자금이 충분할 경우에는 NPV가 정(正)의 값을 가지는 사업중 NPV의 값이 높은 것부터 실시하는 것이 경제적으로 효율적이라 할 수 있다. 그러나 순현재가치는 소규모 투자사업 평가에는 적합하지 않으며 할인율에 민감하기 때문에 어떤 할인율을 적용하느냐에 따라 결과가 크게 좌우되는 문제가 있다.☞할인율',순현재가치(純現在價値 NPV; net present value),
504,스마트성장은 개인승용차와 고속도로를 중심으로 하는 개발패턴 위주의 도시정책만으로는 기존의 도시문제를 해결하고 도시환경을 개선하는데 한계가 있음을 인식하고 스마트한 방법 즉 다양한 도시구성원의 상호 교류에 의한 의사결정을 바탕으로 경제성장을 지속하면서 도시와 환경문제를 개선하고 발전을 도모하는 도시정책모델로 설명할 수 있다.스마트성장은 기본적으로 무질서하고 무계획적인 교외확산에 의한 기존의 도시개발방식에 대한 반성과 유럽을 중심으로 확산된 친환경적 도시개발(Environmentally Sound and Sustainable Development)개념의 실현추세에 대한 미국의 대안적인 도시계획 패러다임이다. 이는 기존의 성장관리프로그램(Growth Management)을 보다 진화시켜 도시계획 및 개발형태 측면에서 계획에 의한 개발과 도심고밀개발을 지향하고 토지이용계획측면에서 혼합토지이용 교통계획측면에서 도보;대중교통 도시설계측면에서 공공공간을 강조하며 계획과정측면에서 정부 간;이해집단 간 조정과 협의를 중시하고 있다. 우리나라도 고도경제성장기에 적용된 기존의 도시개발방식의 한계를 보완하기 위해 스마트성장 이론의 여러 원칙들을 도입하여 새로운 도시의 발전을 도모하고 있다.;;※ 성장억제 프로그램과 성장관리 프로그램;성장억제(growth control)와 성장관리(growth management)는 같은 의미로 광범위하게 쓰이고 있지만 사실은 개념적 차이가 분명하다.성장억제 프로그램은 인구성장 주택건설 경제성장을 상당한 정도로 억제하는 것으로 미국의 도시나 군(county)에서 인구성장한도 설정 주택건설허가한도 설정 개발허가 동결 등 기본적으로 성장을 배제하는 이념위에 토대를 두고 있다.성장관리 프로그램은 부정적인 환경적;사회적;재정적 영향을 최소화하는 방법으로 성장과 개발을 재배분하는 것이다. 성장관리의 수단으로는 주택개발 시 인프라와 공공시설의 확보기준 용도;밀도 강화를 통한 주거지역 용도지역 재지정 상업용도 개발 시 인프라와 공공시설의 확보기준 용도;밀도 강화를 통한 상업지역 용도지역 재지정 도시성장경계선 또는 개발제한구역 지정 등의 기법들이 있다.;※ 스마트성장의 원칙경제성장 환경보전 그리고 삶의 질 개선을 동시에 추구하기 위한 스마트 성장이론의 성장원칙은 다음과 같다.    다양한 소득 및 연령 계층들을 배려한 다양한 주거유형을 제공    걷기 편리한 근린주구 조성    커뮤니티와 이해관계자의 협력 강화    강한 장소성을 가진 독특하고 매력적인 커뮤니티의 조성    예측가능하고 공정하고 비용 효율적인 개발의 결정    토지이용의 복합화    오픈스페이스 농지 양호한 자연경관 중요한 환경지역의 보전    교통수단 선택의 다양성 제공    기존커뮤니티에 대한 개발 강화    고밀 개발된 건물 형태의 이점을 살림,스마트성장 (Smart growth),20세기 도시계획의 여러 복합적인 문제를 해결하기 위해서 1980년대 말 미국에서 제시된 도시성장관리기법 수단으로 경제성장 환경보호 삶의 질 개선 등 다양한 목표를 지향하는 성장형태를 의미한다.
